,Name,Year,Duration,Rated,Score,Metascore
3048,9. The Portable Door,2023,1h 56m,No,6.1,0
3049,"0. Hail, Caesar!",2016,1h 46m,PG-13,6.3,72
3050,1. Baby Boy,2001,2h 10m,R,6.4,55
3051,2. Ali,2001,2h 37m,R,6.7,65
3052,3. War,2007,1h 43m,R,6.2,36
3053,4. The Deep House,2021,1h 25m,TV-MA,5.3,0
3054,5. Gold,2016,2h,R,6.7,49
3055,6. The Man Who Knew Infinity,2015,1h 48m,PG-13,7.2,56
3056,7. Hard Miles,2023,1h 48m,PG-13,6.9,70
3057,8. Project Almanac,2015,1h 46m,PG-13,6.3,47
3058,9. The Invasion,2007,1h 39m,PG-13,5.9,45
3059,0. Contracted,2013,1h 24m,Not Rated,5.3,48
3060,1. Belle,2013,1h 40m,PG,7.3,64
3061,2. The Longest Week,2014,1h 26m,PG-13,5.4,34
3062,3. Goon,2011,1h 32m,R,6.8,64
3063,4. Uncle Drew,2018,1h 43m,PG-13,5.8,57
3064,5. Open Season,2006,1h 26m,PG,6.1,49
3065,6. Dinner in America,2020,1h 46m,No,7.4,80
3066,7. The Night of the 12th,2022,1h 55m,No,7.0,81
3067,8. Sex-Positive,2024,1h 25m,No,7.0,0
3068,9. Four Lovers,2010,1h 43m,Unrated,5.6,39
3069,0. I Wish You All the Best,2024,1h 32m,No,8.0,0
3070,1. The First Purge,2018,1h 37m,R,5.2,54
3071,2. Victor Frankenstein,2015,1h 50m,PG-13,5.9,36
3072,3. Compliance,2012,1h 30m,R,6.4,68
3073,4. Star Trek: Nemesis,2002,1h 56m,PG-13,6.4,51
3074,5. The Shamrock Spitfire,2024,1h 48m,No,5.2,0
3075,6. Taking Lives,2004,1h 43m,R,6.2,38
3076,7. Ruby Red,2013,2h 2m,No,6.0,0
3077,8. Sleepover,2004,1h 29m,PG,5.3,33
3078,9. The Host,2013,2h 5m,PG-13,5.8,35
3079,0. Southland Tales,2006,2h 25m,R,5.3,44
3080,1. Into the Storm,2014,1h 29m,PG-13,5.8,44
3081,2. Big Stan,2007,1h 45m,R,6.1,0
3082,3. Unlocked,2017,1h 38m,R,6.3,46
3083,4. Traitor,2008,1h 54m,PG-13,6.9,61
3084,5. Unknown,2011,1h 53m,PG-13,6.8,56
3085,6. Zookeeper,2011,1h 42m,PG,5.2,30
3086,7. Raising Helen,2004,1h 59m,PG-13,6.0,38
3087,8. Hocus Pocus 2,2022,1h 43m,PG,6.0,56
3088,9. The Spy Who Dumped Me,2018,1h 57m,R,6.0,52
3089,0. Keanu,2016,1h 40m,R,6.2,63
3090,1. Just Like Heaven,2005,1h 35m,PG-13,6.7,47
3091,2. Blood Red Sky,2021,2h 1m,TV-MA,6.1,43
3092,3. The Bay,2012,1h 25m,R,5.7,65
3093,4. Little Italy,2018,1h 42m,R,5.7,28
3094,5. Kicking & Screaming,2005,1h 35m,PG,5.6,45
3095,6. The Perfect Game,2009,1h 58m,PG,6.9,42
3096,7. Tigerland,2000,1h 41m,R,6.9,55
3097,8. Save the Last Dance,2001,1h 52m,PG-13,6.2,53
3098,9. Nine,2009,1h 58m,PG-13,5.8,49
3099,0. Stars at Noon,2022,2h 15m,R,5.5,65
3100,1. Young Hearts,2024,1h 37m,No,7.9,0
3101,2. The Rum Diary,2011,1h 59m,R,6.1,56
3102,3. Maggie Moore(s),2023,1h 39m,R,6.2,43
3103,4. Run All Night,2015,1h 54m,R,6.6,59
3104,5. Jodorowsky's Dune,2013,1h 30m,PG-13,8.0,79
3105,6. Flora and Son,2023,1h 37m,R,7.0,76
3106,7. Good Burger 2,2023,1h 30m,TV-PG,5.3,48
3107,8. Fanboys,2009,1h 30m,PG-13,6.5,45
3108,9. The Snowtown Murders,2011,1h 59m,Not Rated,6.6,66
3109,0. Joe,2013,1h 57m,R,6.8,74
3110,1. Conviction,2010,1h 47m,R,7.2,61
3111,2. Miss Meadows,2014,1h 28m,Not Rated,5.8,43
3112,3. A Walk Among the Tombstones,2014,1h 54m,R,6.5,57
3113,4. Because I Said So,2007,1h 42m,PG-13,5.6,26
3114,5. Polite Society,2023,1h 44m,PG-13,6.6,75
3115,6. The Night Comes for Us,2018,2h 1m,TV-MA,6.9,69
3116,7. I Don't Feel at Home in This World Anymore,2017,1h 33m,TV-MA,6.9,75
3117,8. The Polar Express,2004,1h 40m,G,6.6,61
3118,9. Ryan's World the Movie: Titan Universe Adventure,2024,1h 23m,PG,8.2,0
3119,0. Stronger,2017,1h 59m,R,6.9,76
3120,1. Something Borrowed,2011,1h 52m,PG-13,5.8,36
3121,2. Boy Erased,2018,1h 55m,R,6.9,69
3122,3. Kate & Leopold,2001,1h 58m,PG-13,6.4,44
3123,4. Tristan + Isolde,2006,2h 5m,PG-13,6.8,49
3124,5. Limbo,2023,1h 48m,No,6.1,78
3125,6. Mafia Mamma,2023,1h 41m,R,5.4,42
3126,7. Hardball,2001,1h 46m,R,6.4,48
3127,8. 100 Girls,2000,1h 34m,R,5.8,0
3128,9. Wild Rose,2018,1h 41m,R,7.1,80
3129,0. Spin Me Round,2022,1h 44m,Unrated,5.2,58
3130,1. Accident Man: Hitman's Holiday,2022,1h 36m,R,5.9,0
3131,2. Neighbors 2: Sorority Rising,2016,1h 32m,R,5.7,58
3132,3. Open Water 2: Adrift,2006,1h 34m,R,5.2,0
3133,4. The Brave One,2007,2h 2m,R,6.7,56
3134,5. The Bounty Hunter,2010,1h 50m,PG-13,5.5,22
3135,6. Before I Fall,2017,1h 38m,PG-13,6.4,58
3136,7. Leap!,2016,1h 29m,PG,6.7,48
3137,8. Emily,2022,2h 10m,R,6.8,75
3138,9. Touch,2024,2h 1m,R,9.2,0
3139,0. Vesper,2022,1h 54m,Not Rated,6.0,70
3140,1. Walking Tall,2004,1h 26m,PG-13,6.3,44
3141,2. Case 39,2009,1h 49m,R,6.2,25
3142,3. Osmosis Jones,2001,1h 35m,PG,6.3,57
3143,4. Open Water,2003,1h 19m,R,5.8,63
3144,5. Spun,2002,1h 41m,Unrated,6.7,41
3145,6. Gold,2022,1h 37m,R,5.4,48
3146,7. Bottle Shock,2008,1h 50m,PG-13,6.8,56
3147,8. Home Again,2017,1h 37m,PG-13,5.8,41
3148,9. Rosaline,2022,1h 35m,PG-13,6.5,61
3149,0. The Stepfather,2009,1h 41m,PG-13,5.6,33
3150,1. The Untamed,2016,1h 38m,Not Rated,6.1,72
3151,2. Fever Pitch,2005,1h 44m,PG-13,6.2,56
3152,3. Blood & Gold,2023,1h 38m,TV-MA,6.5,0
3153,4. You Can Live Forever,2022,1h 36m,13+,6.9,68
3154,5. A Little Chaos,2014,1h 57m,R,6.5,51
3155,6. Horrible Bosses 2,2014,1h 48m,R,6.3,40
3156,7. Midnight Special,2016,1h 52m,PG-13,6.6,76
3157,"8. McFarland, USA",2015,2h 9m,PG,7.4,60
3158,9. Hustle & Flow,2005,1h 56m,R,7.3,68
3159,0. Swan Song,2021,1h 56m,R,6.8,66
3160,1. Doubt,2008,1h 44m,PG-13,7.5,68
3161,2. Domino,2005,2h 7m,R,5.9,37
3162,3. The Outsider,2018,2h,TV-MA,6.3,30
3163,4. Hyena Road,2015,2h,R,6.5,44
3164,5. On the Road,2012,2h 4m,R,6.0,56
3165,6. Love Hard,2021,1h 44m,TV-MA,6.3,42
3166,7. Max Payne,2008,1h 40m,PG-13,5.3,31
3167,8. Planes,2013,1h 31m,PG,5.7,39
3168,"9. Welcome Home, Roscoe Jenkins",2008,1h 54m,PG-13,5.5,46
3169,0. The Guard,2011,1h 36m,R,7.3,78
3170,1. Mr. Jones,2019,1h 59m,No,6.9,68
3171,2. The Physician,2013,2h 35m,R,7.2,0
3172,3. Rim of the World,2019,1h 38m,TV-14,5.2,0
3173,4. Detroit,2017,2h 23m,R,7.3,77
3174,5. A Dirty Shame,2004,1h 29m,NC-17,5.1,56
3175,6. The Ring Two,2005,1h 50m,PG-13,5.4,44
3176,7. Spies in Disguise,2019,1h 42m,PG,6.8,54
3177,8. Hereafter,2010,2h 9m,PG-13,6.5,56
3178,9. Something from Tiffany's,2022,1h 27m,PG,6.2,46
3179,0. When a Stranger Calls,2006,1h 27m,PG-13,5.1,27
3180,1. Always Be My Maybe,2019,1h 41m,PG-13,6.7,64
3181,2. News of the World,2020,1h 58m,PG-13,6.8,73
3182,3. The Tender Bar,2021,1h 46m,R,6.7,53
3183,4. Money Monster,2016,1h 38m,R,6.5,55
3184,5. Acts of Violence,2018,1h 26m,R,5.3,28
3185,6. St. Trinian's,2007,1h 37m,PG-13,5.8,39
3186,7. The Eight Mountains,2022,2h 27m,Not Rated,7.7,78
3187,8. Whitney Houston: I Wanna Dance with Somebody,2022,2h 24m,PG-13,6.6,51
3188,9. The Forgiven,2021,1h 57m,R,6.1,59
3189,0. Underworld: Awakening,2012,1h 28m,R,6.3,39
3190,1. Handsome Devil,2016,1h 35m,TV-MA,7.0,60
3191,2. 88 Minutes,2007,1h 48m,R,5.9,17
3192,3. Honest Thief,2020,1h 39m,PG-13,6.0,46
3193,4. Lilya 4-Ever,2002,1h 49m,R,7.8,83
3194,5. The Electrical Life of Louis Wain,2021,1h 51m,PG-13,6.8,63
3195,6. Like Mike,2002,1h 39m,PG,5.4,47
3196,7. Stay Alive,2006,1h 25m,PG-13,5.0,24
3197,8. The Assistant,2019,1h 27m,R,6.4,79
3198,9. Malum,2023,1h 32m,18+,5.1,0
3199,0. Kneecap,2024,1h 45m,R,7.3,81
3200,1. Free Fire,2016,1h 31m,R,6.3,63
3201,2. Vantage Point,2008,1h 30m,PG-13,6.6,40
3202,3. The Package,2018,1h 34m,TV-MA,5.6,0
3203,4. Found,2012,1h 43m,Unrated,5.8,41
3204,5. The Hole,2001,1h 42m,R,6.2,0
3205,6. Biosphere,2022,1h 46m,No,5.5,59
3206,7. Beasts of No Nation,2015,2h 17m,TV-MA,7.7,79
3207,8. Mr. Bean's Holiday,2007,1h 30m,G,6.4,56
3208,9. Speak,2004,1h 29m,PG-13,7.2,0
3209,0. That Awkward Moment,2014,1h 34m,R,6.1,36
3210,1. Another Earth,2011,1h 32m,PG-13,6.9,66
3211,2. Tully,2018,1h 35m,R,6.9,75
3212,3. Horse Girl,2020,1h 43m,R,6.0,61
3213,4. My Son,2021,1h 35m,R,6.0,0
3214,5. Kubo and the Two Strings,2016,1h 41m,PG,7.7,84
3215,6. Kill List,2011,1h 35m,Not Rated,6.4,67
3216,7. Repo Men,2010,1h 51m,R,6.3,32
3217,8. Insidious: The Last Key,2018,1h 43m,PG-13,5.7,49
3218,9. I Am Love,2009,2h,R,7.0,79
3219,0. The Extraordinary Adventures of Adèle Blanc-Sec,2010,1h 47m,PG,6.3,0
3220,1. 22 July,2018,2h 23m,R,6.8,69
3221,2. A Monster Calls,2016,1h 48m,PG-13,7.4,76
3222,3. K-PAX,2001,2h,PG-13,7.4,49
3223,4. The Hitcher,2007,1h 24m,R,5.6,28
3224,5. Winnie the Pooh,2011,1h 3m,G,7.1,74
3225,6. Lost Girls,2020,1h 35m,R,6.2,67
3226,7. Inside Man: Most Wanted,2019,1h 45m,R,5.6,0
3227,8. Sweet November,2001,1h 59m,PG-13,6.7,27
3228,9. The Taking of Pelham 123,2009,1h 46m,R,6.4,55
3229,0. The Big Wedding,2013,1h 29m,R,5.6,28
3230,1. Mission to Mars,2000,1h 54m,PG,5.7,34
3231,2. Cam,2018,1h 34m,TV-MA,5.9,71
3232,3. Agora,2009,2h 7m,R,7.1,55
3233,4. Escape from Pretoria,2020,1h 46m,PG-13,6.8,56
3234,5. Bring Him to Me,2023,1h 36m,R,5.3,0
3235,6. Aloha,2015,1h 45m,PG-13,5.4,40
3236,7. Holiday in the Wild,2019,1h 25m,TV-PG,6.2,0
3237,8. Blue Bayou,2021,1h 57m,R,7.1,58
3238,9. Before I Go to Sleep,2014,1h 32m,R,6.3,41
3239,0. Black Dynamite,2009,1h 24m,R,7.4,65
3240,1. Collateral Beauty,2016,1h 37m,PG-13,6.8,23
3241,2. Swallow,2019,1h 34m,R,6.5,65
3242,3. Invitation to a Murder,2023,1h 32m,PG-13,5.1,0
3243,4. The House,2022,TV-MA,No,6.8,0
3244,5. Zombies 3,2022,1h 28m,TV-G,5.4,0
3245,6. The Exception,2016,1h 47m,R,6.8,60
3246,7. Night of the Hunted,2023,1h 35m,No,5.3,0
3247,8. To Leslie,2022,1h 59m,R,7.1,84
3248,9. Free Solo,2018,1h 40m,PG-13,8.1,83
3249,0. Look Away,2018,1h 43m,TV-MA,5.8,0
3250,1. Anchorman 2: The Legend Continues,2013,1h 59m,PG-13,6.3,61
3251,2. Trust,2010,1h 46m,R,6.9,60
3252,3. Syriana,2005,2h 8m,R,6.9,76
3253,4. What If,2013,1h 38m,PG-13,6.8,59
3254,5. No Sudden Move,2021,1h 55m,R,6.4,76
3255,6. 13,2010,1h 31m,R,6.0,29
3256,7. Life as We Know It,2010,1h 54m,PG-13,6.5,39
3257,8. The Sisters Brothers,2018,2h 2m,R,6.9,78
3258,9. One Day as a Lion,2023,1h 27m,R,5.1,0
3259,0. The History Boys,2006,1h 49m,R,6.8,74
3260,1. Bliss,2021,1h 43m,R,5.4,40
3261,2. Elena Undone,2010,1h 51m,Not Rated,6.1,0
3262,3. Tyson's Run,2022,1h 43m,PG,6.1,0
3263,4. Kill Bill: The Whole Bloody Affair,2006,4h 7m,Not Rated,8.7,0
3264,5. Dumplin',2018,1h 50m,PG-13,6.5,53
3265,6. Killer Elite,2011,1h 56m,R,6.4,44
3266,7. The Greatest Love Story Never Told,2024,1h 26m,R,5.3,0
3267,8. Ten Inch Hero,2007,1h 42m,R,7.3,0
3268,9. Big Eyes,2014,1h 46m,PG-13,7.0,62
3269,0. Stowaway,2021,1h 56m,TV-MA,5.7,63
3270,1. The Break-Up,2006,1h 46m,PG-13,5.8,46
3271,2. Solaris,2002,1h 39m,PG-13,6.2,67
3272,3. Righteous Kill,2008,1h 41m,R,6.0,36
3273,4. The Professor and the Madman,2019,2h 4m,Not Rated,7.2,27
3274,5. Windtalkers,2002,2h 14m,R,6.1,51
3275,6. Ma mère,2004,1h 50m,NC-17,5.0,35
3276,7. Senna,2010,1h 46m,PG-13,8.5,79
3277,8. Take Me Home,2011,1h 37m,PG-13,6.8,0
3278,9. The Descent: Part 2,2009,1h 34m,R,5.7,0
3279,0. The Wedding Date,2005,1h 30m,PG-13,6.1,32
3280,"1. Angus, Thongs and Perfect Snogging",2008,1h 40m,PG-13,6.3,0
3281,2. Saved!,2004,1h 32m,PG-13,6.7,62
3282,3. The Back-up Plan,2010,1h 44m,PG-13,5.3,34
3283,4. Isn't It Romantic,2019,1h 29m,PG-13,5.9,60
3284,5. 25th Hour,2002,2h 15m,R,7.6,69
3285,6. Ingrid Goes West,2017,1h 38m,R,6.6,71
3286,7. Get Him to the Greek,2010,1h 49m,R,6.3,65
3287,8. Not Okay,2022,1h 40m,R,6.1,62
3288,9. Synchronic,2019,1h 42m,R,6.2,64
3289,0. The Caine Mutiny Court-Martial,2023,1h 48m,TV-14,6.8,71
3290,1. Semi-Pro,2008,1h 31m,R,5.8,47
3291,2. South of Heaven,2021,2h,No,5.8,42
3292,3. Togo,2019,1h 53m,PG,7.9,69
3293,4. Bridget Jones: The Edge of Reason,2004,1h 48m,R,6.0,44
3294,5. Ron's Gone Wrong,2021,1h 47m,PG,7.1,65
3295,6. Ghosts of War,2020,1h 34m,R,5.6,38
3296,7. Magic Mike XXL,2015,1h 55m,R,5.6,61
3297,8. No Limit,2022,1h 58m,TV-MA,5.8,0
3298,9. Keeping Up with the Joneses,2016,1h 45m,PG-13,5.9,34
3299,0. Thirst,2009,2h 14m,R,7.1,73
3300,1. Mary and Max,2009,1h 32m,Not Rated,8.1,0
3301,2. Moxie,2021,1h 51m,PG-13,6.7,54
3302,3. The Woman,2011,1h 41m,R,6.0,58
3303,4. Armageddon Time,2022,1h 54m,R,6.5,74
3304,5. Love Is in the Air,2023,1h 28m,TV-14,5.6,0
3305,6. The Grinch,2018,1h 25m,PG,6.4,51
3306,7. The Texas Chainsaw Massacre: The Beginning,2006,1h 31m,R,5.8,30
3307,8. Prospect,2018,1h 40m,R,6.3,68
3308,9. The Unholy,2021,1h 39m,PG-13,5.1,36
3309,0. Ride Along 2,2016,1h 42m,PG-13,5.9,32
3310,1. White Girl,2016,1h 28m,TV-MA,5.7,65
3311,2. One Shot,2021,1h 36m,No,5.6,39
3312,3. My Days of Mercy,2017,1h 48m,R,6.5,0
3313,4. Identity Thief,2013,1h 51m,R,5.7,35
3314,5. From Time to Time,2009,1h 32m,PG,6.7,0
3315,6. Milk,2008,2h 8m,R,7.5,83
3316,7. Mother Couch,2023,1h 36m,No,6.1,0
3317,8. Look Both Ways,2022,1h 50m,TV-14,6.3,49
3318,9. Feast,2005,1h 35m,R,6.2,43
3319,0. Julie & Julia,2009,2h 3m,PG-13,7.0,66
3320,1. Whiteout,2009,1h 41m,R,5.5,0
3321,2. Miss Potter,2006,1h 28m,PG,7.0,57
3322,3. Before the Dawn,2019,1h 45m,No,5.9,0
3323,4. Wolfwalkers,2020,1h 43m,PG,8.0,87
3324,5. Europa Report,2013,1h 30m,PG-13,6.4,68
3325,6. The Imposter,2012,1h 39m,R,7.5,77
3326,7. Better Watch Out,2016,1h 29m,R,6.5,67
3327,8. Circle,2015,1h 27m,Not Rated,6.0,0
3328,9. Seabiscuit,2003,2h 20m,PG-13,7.3,72
3329,0. Vacation Friends,2021,1h 43m,R,6.3,49
3330,1. Ponyboi,2024,1h 43m,No,6.1,0
3331,2. MacGruber,2010,1h 30m,R,5.6,43
3332,3. The Beach Bum,2019,1h 35m,R,5.5,55
3333,4. The People We Hate at the Wedding,2022,1h 39m,R,5.8,42
3334,5. Cirque du Freak: The Vampire's Assistant,2009,1h 49m,PG-13,5.8,43
3335,6. Outlaw Johnny Black,2023,2h 10m,PG-13,5.5,54
3336,7. Fancy Dance,2023,1h 30m,R,7.2,84
3337,8. My Little Pony: The Movie,2017,1h 39m,PG,6.1,39
3338,9. The Call,2013,1h 34m,R,6.7,51
3339,0. The Cave,2005,1h 37m,PG-13,5.1,30
3340,1. I'm Not There,2007,2h 15m,R,6.8,73
3341,2. Honey,2003,1h 34m,PG-13,5.3,37
3342,3. Weekend,2011,1h 37m,Not Rated,7.6,81
3343,4. The Game Plan,2007,1h 50m,PG,6.4,44
3344,5. Kimi,2022,1h 29m,R,6.3,79
3345,6. The Haunting in Connecticut,2009,1h 32m,PG-13,5.8,33
3346,7. Running Scared,2006,2h 2m,R,7.3,41
3347,8. Agent Cody Banks,2003,1h 42m,PG,5.1,41
3348,9. Larry Crowne,2011,1h 38m,PG-13,6.1,41
3349,0. Europa: The Last Battle,2017,12h 26m,No,7.1,0
3350,1. On Chesil Beach,2017,1h 50m,R,6.3,62
3351,2. There's Something Wrong with the Children,2023,1h 32m,Not Rated,5.0,53
3352,3. The Possession,2012,1h 32m,PG-13,5.9,45
3353,4. The Map of Tiny Perfect Things,2021,1h 38m,PG-13,6.8,61
3354,5. Ripley's Game,2002,1h 50m,R,6.6,0
3355,6. Sunshine Cleaning,2008,1h 31m,R,6.8,61
3356,7. Saw IV,2007,1h 33m,R,5.9,36
3357,8. Barely Lethal,2015,1h 36m,PG-13,5.4,44
3358,9. The Farewell,2019,1h 40m,PG,7.5,89
3359,0. Hoard,2023,2h 6m,No,6.9,73
3360,1. Because of Winn-Dixie,2005,1h 46m,PG,6.4,54
3361,2. Clifford the Big Red Dog,2021,1h 36m,PG,5.9,55
3362,3. Tell It to the Bees,2018,1h 48m,TV-MA,6.4,50
3363,4. Big Momma's House,2000,1h 39m,PG-13,5.2,33
3364,5. Mortdecai,2015,1h 47m,R,5.5,27
3365,6. The Kid Who Would Be King,2019,2h,PG,6.1,66
3366,7. The Marksman,2021,1h 48m,PG-13,5.7,44
3367,8. Deadstream,2022,1h 27m,Not Rated,6.4,67
3368,9. Take Out,2004,1h 27m,Not Rated,7.1,0
3369,0. Seventh Son,2014,1h 42m,PG-13,5.5,30
3370,1. Cult of Chucky,2017,1h 31m,R,5.3,69
3371,2. Friday After Next,2002,1h 25m,R,5.8,35
3372,3. Heist,2015,1h 33m,R,6.1,37
3373,4. Whatever Works,2009,1h 33m,PG-13,7.1,45
3374,5. Judas and the Black Messiah,2021,2h 6m,R,7.4,84
3375,6. Trick 'r Treat,2007,1h 22m,R,6.7,0
3376,7. Wish Dragon,2021,1h 38m,PG,7.2,59
3377,8. Elizabethtown,2005,2h 3m,PG-13,6.3,45
3378,9. Blair Witch,2016,1h 29m,R,5.0,47
3379,0. Saw V,2008,1h 32m,R,5.8,20
3380,1. The Ringer,2005,1h 34m,PG-13,5.8,46
3381,"2. 10,000 BC",2008,1h 49m,PG-13,5.1,34
3382,3. Secretariat,2010,2h 3m,PG,7.2,61
3383,4. Ong-Bak: The Thai Warrior,2003,1h 45m,R,7.1,69
3384,5. Being the Ricardos,2021,2h 11m,R,6.5,60
3385,6. V/H/S/85,2023,1h 50m,TV-MA,5.6,53
3386,7. The Ghost Writer,2010,2h 8m,PG-13,7.2,77
3387,8. Most Disturbed Person on Planet Earth II,2014,3h 8m,No,6.4,0
3388,9. American Woman,2018,1h 51m,R,6.8,68
3389,0. Undercover Brother,2002,1h 26m,PG-13,5.9,69
3390,1. 2001 Maniacs,2005,1h 27m,R,5.3,0
3391,2. Alpha,2018,1h 36m,PG-13,6.6,63
3392,3. Into the Labyrinth,2019,2h 10m,TV-MA,5.8,0
3393,4. Rogue,2007,1h 39m,R,6.2,0
3394,5. Shall We Dance?,2004,1h 46m,PG-13,6.2,47
3395,6. Before I Wake,2016,1h 37m,PG-13,6.2,68
3396,7. Beerfest,2006,1h 50m,R,6.2,46
3397,8. The Kingdom,2007,1h 50m,R,7.0,56
3398,9. Fish Tank,2009,2h 3m,Not Rated,7.3,81
3399,0. Mending the Line,2022,2h 2m,R,6.7,56
3400,1. Heaven Is for Real,2014,1h 39m,PG,5.8,47
3401,2. The Lifeguard,2013,1h 38m,R,5.6,34
3402,3. American Mary,2012,1h 43m,R,6.2,46
3403,4. Gringo,2018,1h 51m,R,6.1,46
3404,5. My Octopus Teacher,2020,1h 25m,TV-G,8.1,82
3405,6. Hit and Run,2012,1h 40m,R,6.1,50
3406,7. Mudbound,2017,2h 14m,R,7.4,85
3407,8. Buckley's Chance,2021,1h 35m,No,5.6,0
3408,9. The Watch,2012,1h 42m,R,5.7,36
3409,0. Wild Mountain Thyme,2020,1h 42m,PG-13,5.7,42
3410,1. Fitting In,2023,1h 45m,R,6.4,68
3411,2. The Hundred-Foot Journey,2014,2h 2m,PG,7.3,55
3412,3. Breathe,2017,1h 58m,PG-13,7.1,51
3413,4. Blue Crush,2002,1h 44m,PG-13,5.7,61
3414,5. Wuthering Heights,2011,2h 9m,Not Rated,6.0,70
3415,6. Holidate,2020,1h 44m,TV-MA,6.1,44
3416,7. Robots,2023,1h 33m,R,5.5,0
3417,8. What's Love Got to Do with It?,2022,1h 48m,PG-13,6.3,59
3418,9. The Artifice Girl,2022,1h 33m,No,6.6,60
3419,0. Andhadhun,2018,2h 19m,Not Rated,8.2,0
3420,1. Candy Land,2022,1h 33m,TV-MA,5.3,70
3421,2. Falling,2020,1h 52m,R,6.5,63
3422,3. The Card Counter,2021,1h 51m,R,6.2,78
3423,4. Capturing the Friedmans,2003,1h 47m,Not Rated,7.6,90
3424,5. Resident Evil: Afterlife,2010,1h 36m,R,5.8,37
3425,6. Savage Grace,2007,1h 37m,Not Rated,5.7,51
3426,7. Little Bone Lodge,2023,1h 33m,R,6.1,0
3427,8. Hidalgo,2004,2h 16m,PG-13,6.7,54
3428,9. Life as a House,2001,2h 5m,R,7.4,45
3429,0. Munich: The Edge of War,2021,2h 10m,PG-13,6.8,53
3430,1. Rescue Dawn,2006,2h 5m,PG-13,7.3,77
3431,2. Shrek the Musical,2013,2h 10m,TV-G,6.9,0
3432,3. Terminal,2018,1h 35m,Not Rated,5.3,27
3433,4. The Stanford Prison Experiment,2015,2h 2m,R,6.8,67
3434,5. Relic,2020,1h 29m,R,6.0,77
3435,6. Level 16,2018,1h 42m,Not Rated,6.1,46
3436,7. Ali G Indahouse,2002,1h 25m,R,6.2,46
3437,8. The Vast of Night,2019,1h 31m,PG-13,6.7,84
3438,9. The Beat Beneath My Feet,2014,1h 31m,TV-14,6.4,0
3439,0. Fist Fight,2017,1h 31m,R,5.6,37
3440,1. American Pastoral,2016,1h 48m,R,6.1,43
3441,2. Dead Man Down,2013,1h 58m,R,6.4,39
3442,3. Fast Food Nation,2006,1h 56m,R,6.3,64
3443,4. The Princess,2022,1h 34m,R,5.7,43
3444,5. Fat Girl,2001,1h 26m,Not Rated,6.4,77
3445,6. Assassination Nation,2018,1h 48m,R,6.0,54
3446,7. The Act of Killing,2012,1h 57m,Not Rated,8.2,92
3447,8. At Eternity's Gate,2018,1h 51m,PG-13,6.9,76
3448,9. Unfriended,2014,1h 23m,R,5.6,59
3449,0. Cargo,2017,1h 45m,TV-MA,6.3,65
3450,1. Looney Tunes: Back in Action,2003,1h 31m,PG,5.8,64
3451,2. Crush,2022,1h 33m,TV-MA,6.3,56
3452,3. Secrets of the Neanderthals,2024,1h 20m,No,6.4,0
3453,4. Death to Smoochy,2002,1h 49m,R,6.3,38
3454,5. 6 Days,2017,1h 34m,R,6.2,36
3455,6. The Wave,2015,1h 45m,R,6.6,68
3456,7. Shaft,2019,1h 51m,R,6.4,40
3457,8. A Royal Affair,2012,2h 17m,R,7.5,73
3458,9. The Damned,2024,1h 29m,No,6.3,64
3459,0. Blood,2022,1h 48m,No,5.5,55
3460,1. The Campaign,2012,1h 25m,R,6.1,50
3461,2. Late Night,2019,1h 42m,R,6.5,70
3462,3. Berlin Syndrome,2017,1h 56m,R,6.3,70
3463,4. The Hammer,2023,1h 25m,TV-PG,6.7,0
3464,5. Fatherhood,2021,1h 49m,PG-13,6.6,53
3465,6. Act of Valor,2012,1h 50m,R,6.4,40
3466,7. Barnyard,2006,1h 30m,PG,5.6,42
3467,8. Like Crazy,2011,1h 26m,PG-13,6.6,68
3468,9. Freaky Tales,2024,1h 46m,R,7.2,58
3469,0. Hide and Seek,2005,1h 41m,R,5.9,35
3470,1. The Big Year,2011,1h 40m,PG,6.2,53
3471,2. Wall Street: Money Never Sleeps,2010,2h 13m,PG-13,6.2,59
3472,3. Venus,2006,1h 35m,R,7.1,82
3473,4. Mr. Harrigan's Phone,2022,1h 44m,PG-13,6.0,55
3474,5. Playing with Fire,2019,1h 36m,PG,5.1,24
3475,6. Radioactive,2019,1h 49m,PG-13,6.3,56
3476,7. Casanova,2005,1h 52m,R,6.5,57
3477,8. The Tunnel,2011,1h 34m,Not Rated,5.8,0
3478,9. Still Alice,2014,1h 41m,PG-13,7.5,72
3479,0. Rotting in the Sun,2023,1h 49m,Unrated,6.9,70
3480,1. Monster-in-Law,2005,1h 41m,PG-13,5.6,31
3481,2. Oddity,2024,1h 38m,R,7.5,0
3482,3. Hop,2011,1h 35m,PG,5.4,41
3483,4. Wolves,2014,1h 31m,R,5.3,37
3484,5. The Survivor,2021,2h 9m,R,6.7,71
3485,6. Brief Crossing,2001,1h 24m,Unrated,6.8,0
3486,7. The Night Clerk,2020,1h 30m,R,5.6,44
3487,8. Red Planet,2000,1h 46m,PG-13,5.7,34
3488,9. Let's Be Cops,2014,1h 44m,R,6.4,30
3489,0. Saw VI,2009,1h 30m,R,6.0,30
3490,1. 80 for Brady,2023,1h 38m,PG-13,5.9,52
3491,2. Happy Death Day 2U,2019,1h 40m,PG-13,6.2,57
3492,3. Devil's Knot,2013,1h 54m,Not Rated,6.1,42
3493,4. United 93,2006,1h 51m,R,7.6,90
3494,5. Finally Dawn,2023,1h 59m,No,5.8,58
